type_specimen,synonyms,repository,other_notes,questionable_id,scientific_name,collection_site,location_english
NA,NA,NA,heart urchin; taken only at this locality,FALSE,Lovenia cordiformis,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,Slenkothuria lubrica,NA,the sulfur cucumber; the most common sea cucumber taken during the expedition and the most common littoral cucumber in the Sea of Cortez today,FALSE,Holothuria lubrica,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,"a large, conspicuous synaptid cucumber; surprisingly taken at only 2 localities",FALSE,Euapta godeffroyi,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,USNM,NA,FALSE,Chthamalus anisopoma,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Ligia sp.,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,USNM,amphipod,FALSE,Bemlos macromanus,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,in mangroves,FALSE,Goniopsis pulchra,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Xanthodius hebes, a junior synonym",NA,NA,FALSE,Xanthodius sternberghii,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Pitho sexdentata,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Microphrys platysoma,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,CAS,brachyuran crab,FALSE,Ozius tenuidactylus,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,"the pugnacious blue swimming crab; S&R noted this was the most common crab in the Gulf, “found at practically every suitable station,” and this is still the case [presence assumed]",FALSE,Callinectes bellicosus,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Leptodius occidentalis, a junior synonym",NA,one of the most common and abundant small crabs in the Gulf,FALSE,Cataleptodius occidentalis,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Ozius tenuidactylos, a junior synonym",NA,NA,FALSE,Epixanthus tenuidactylus,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,CAS,majid crab,FALSE,Eucinetops lucassi,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,"“old lumpy claws”; a very common, small, pugnacious xanthid crab ranging from the Upper Gulf to Peru",FALSE,Eriphia squamata,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,Sally Lightfoot crab; taken at all rocky shore stations,FALSE,Grapsus grapsus,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Geograpsus lividus, a junior synonym",NA,a circumtropical species,FALSE,Geograpsus stormi,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Pachygrapsus transversus, an Atlantic species",NA,NA,FALSE,Pachygrapsus socius,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,USNM,NA,FALSE,Upogebia thistlei,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,"there are 8 species of mud/ghost shrimp in this genus in the Gulf, but they are difficult to distinguish and often confused with species of other Gulf thalassinidean shrimps, such as Pomatogebia, Neotrypaea, Naushonia, Callianidea, and Biffarius",FALSE,Upogebia sp.,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,"a symbiont in the hatchet clam, Pinna",FALSE,Pontonia pinnae,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,Pisonella sinuimanus,NA,NA,FALSE,Megalobrachium sinuimanus,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,"likely an unknown species of caridean shrimp, but not a Crangon",FALSE,Crangon sp. No. 1,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,"likely an unknown species of caridean shrimp, but not a Crangon",FALSE,Crangon sp. No. 2,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,the blue-spotted hermit crab; perhaps the most common hermit in the Gulf,FALSE,Clibanarius digueti,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,"one of the most common porcelain crabs in the Gulf; likely this species was at every rocky shore they visited, even though they collected it only 4 times",FALSE,Petrolisthes gracilis,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,a copepod symbiont with the sabellid polychaete Acromegalomma circumspectum; discovered by Gómez and Tovar-Hernández 2008,FALSE,Gastrodelphys dalesi,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Acanthochitona exquisita,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,Acanthochitona arragonites,NA,a single specimen taken,FALSE,Americhiton arragonites,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Fossularca solida, a junior synonym",NA,the common “garbanzo clam” of the Gulf,FALSE,Arcopsis solida,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Navicula mutabilis, a junior synonym",NA,the “minute Zirfaea-like form” of the Narrative,FALSE,Arca mutabilis,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"I. anomioides, a junior synonym",NA,"very common, thin rock oyster on rocky shores in the Gulf but found attached to mangrove roots here",FALSE,Isognomon janus,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"O. mexicana, a junior synonym",NA,"this is a fairly common edible oyster found throughout the Gulf, and it is also common in Northern Gulf shell middens",FALSE,Saccostrea palmula,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Brachidontes multiformis, a junior synonym",NA,a very common small mytilid mussel in the Gulf,FALSE,Brachidontes semilaevis,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,Carditamera affinis californica,NA,"S&R considered this “the commonest bivalve in the Gulf”; common in shell middens in the Northern Gulf, where they appear to have been fashioned into pendants",FALSE,Carditamera affinis,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,Chama squamuligera,NA,Coan and Valentich-Scott [2012] consider C. squamuligera to be a white morph of C. echinata,FALSE,Chama echinata,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Chione succincta, a junior synonym",NA,one of the most common bivalves in the Gulf,FALSE,Chione californiensis,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Chione sp.,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,misspelled as “aequilirata”; an intertidal pulmonate; this is the “sand flat limpet” of the Narrative,FALSE,Siphonaria aequilorata,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Oliva venulata,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Nitidella guttata, a junior synonym",NA,"this species, one of the most common small snails in the Gulf, is considered a synonym of Mitrella/Columbella ocellata by some workers, but the latter is a trans-Atlantic species",FALSE,Mitrella guttata,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Thais centiquadrata, a junior synonym",NA,"this species has had a tortuous nomenclatural history—other synonyms include Thais speciosa, Purpura speciosa, Purpura centriquadra, Manciella speciosa, and Purpura triserialis",FALSE,Vasula speciosa,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Hipponix antiquatus,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Crucibulum spinosum,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Acmaea strigatella, a junior synonym",NA,NA,FALSE,Lottia strigatella,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,USNM,NA,FALSE,Conus brunneus,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,CAS,NA,FALSE,Berthellina engeli,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,CAS,NA,FALSE,Aplysia californica,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,"Chioraera leonina, a junior synonym",CAS,the “pelagic nudibranch also found in Puget Sound”; the existence of this species in the Gulf is still uncertain,FALSE,Melibe leonina,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,“Dolabella sp. probably californica” in Phyletic Catalogue; a junior synonym,CAS,NA,FALSE,Dolabella auricularia,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,misspelled as “inequalis” in Phyletic Catalogue,FALSE,Diodora inaequalis,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,"2 species of Polyclinum are known from the Gulf today, P. laxum and P. vasculosum; however, the tunicate fauna of the Gulf has never been carefully studied",FALSE,Polyclinum sp.,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Cystodytes dellechiajei,"Isla Espíritu Santo, Bahía San Gabriel",San Gabriel Bay
NA,NA,NA,NA,FALSE,Chondrosia reniformis,Pulmo Reef,Cabo Pulmo
NA,NA,NA,“large fleshy gorgonian” in the Narrative,FALSE,Muricea austera,Pulmo Reef,Cabo Pulmo
NA,Gorgonia adamsi,NA,“lacy sea fans”,FALSE,Pacifigorgia adamsi,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Leptogorgia rigida,Pulmo Reef,Cabo Pulmo
NA,NA,NA,a solitary coral and one of 11 Astrangia species in the Gulf; considered a junior synonym of A. haimei by Squires 1959,FALSE,Astrangia pedersenii,Pulmo Reef,Cabo Pulmo
NA,"P. panamensis, of most but not all modern workers",NA,on sand bottom adjacent to reef; this species is protected by Mexican federal law,FALSE,Porites cf. porosa,Pulmo Reef,Cabo Pulmo
NA,NA,NA,"a major reef-building coral in Pulmo Bay. Reyes (1992) considers P. robusta and P. porosa to be junior synonyms of P. capitata. Many species of Pocillopora have been reported from the Gulf, but their taxonomy and nomenclature are still not well resolved.",FALSE,Pocillopora capitata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,probably a misidentification of Pocillopora meandrina,TRUE,Pocillopora capitata capitata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Pocillopora meandrina,Pulmo Reef,Cabo Pulmo
NA,NA,NA,undescribed flatworm/Platyhelminthes; this might have been S. atentaculatus described by Hyman in 1953,FALSE,Stylochus sp. or spp.,Pulmo Reef,Cabo Pulmo
NA,NA,NA,a common bryozoan ranging from California to Peru,FALSE,Membranipora tuberculata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,a scale worm described the year before the expedition,FALSE,Halosydna glabra,Pulmo Reef,Cabo Pulmo
NA,NA,NA,the ubiquitous fire worm; found at every rocky shore site S&R visited,FALSE,Eurythoe complanata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,an elongate phyllodocid polychaete,FALSE,Anaitides madeirensis,Pulmo Reef,Cabo Pulmo
NA,Podarke pugettensis,NA,"S&R found it only in the ambulacral groove of Oreaster occidentalis, but it is known to be a symbiont in several Gulf sea stars",FALSE,Ophiodromus pugettensis,Pulmo Reef,Cabo Pulmo
NA,NA,NA,"there are 4 species of Odontosyllis known from the Gulf: O. heterodonta, O. phosphorea, O. polycera, O. undecimdonta; the last was described and named by Olga Hartman in 1964, who identified the S&R polychaetes",FALSE,Odontosyllis sp.,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Eunice aphroditois,Pulmo Reef,Cabo Pulmo
NA,NA,NA,a wide-ranging polychaete occurring from Southern California to Ecuador; the “Lumbrinereis-like form” in the Narrative,FALSE,Eunice antennata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,a circumtropical terebellid polychaete,FALSE,Idanthyrsus pennatus,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Heliaster kubiniji,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Phataria unifascialis,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Pharia pyramidata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,"a very common shallow-water sea star in the Gulf, but collected by S&R only at Pulmo Reef and Puerto Escondido",FALSE,Nidorellia armata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Mithrodia bradleyi,Pulmo Reef,Cabo Pulmo
NA,"Oreaster occidentalis, a junior synonym",NA,a widespread Tropical East Pacific species,FALSE,Pentaceraster cumingi,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Ophiothrix spiculata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,an uncommon brittle star ranging from the Southern Gulf to southern Mexico; most often reported from corals but both species of Ophiothrix in the Gulf live commensally with other organisms,FALSE,Ophiothrix rudis,Pulmo Reef,Cabo Pulmo
NA,NA,NA,"the small, 5- or 6-armed brittle star",FALSE,Ophiactis simplex,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Ophiocoma alexandri,Pulmo Reef,Cabo Pulmo
NA,NA,NA,the commonest sea urchin in the Gulf; collected “at practically every suitable collecting place”,FALSE,Eucidaris thouarsii,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Echinometra vanbrunti,Pulmo Reef,Cabo Pulmo
NA,NA,NA,"these are the urchins S&R noted at Pulmo Reef, “penetrated all but the heaviest part of the soles of our rubber boots”",FALSE,Arbacia incisa,Pulmo Reef,Cabo Pulmo
NA,Euthyonidiuim ovulum,NA,"an uncommon species known only from the Central and Southern Gulf, south to Peru; taken only at this location",FALSE,Afrocucumis ovulum,Pulmo Reef,Cabo Pulmo
NA,Balanus tintinabulum peninsularis,NA,NA,FALSE,Megabalanus peninsularis,Pulmo Reef,Cabo Pulmo
NA,Crangon [= Alpheus] malleator,NA,a snapping shrimp,FALSE,Alpheus wonkimi,Pulmo Reef,Cabo Pulmo
NA,Crangon ventrosus,NA,a tropical trans-Pacific snapping shrimp,FALSE,Alpheus lottini,Pulmo Reef,Cabo Pulmo
NA,NA,NA,red coral crabs,FALSE,Trapezia spp.,Pulmo Reef,Cabo Pulmo
NA,M. areolatus,NA,spider crab,FALSE,Mithrax denticulatus,Pulmo Reef,Cabo Pulmo
NA,NA,NA,almost certainly a misidentification of some other sphaeromatid isopod; E. yucatanum is a west Atlantic species,TRUE,Exosphaeroma yucatanum,Pulmo Reef,Cabo Pulmo
NA,Tetraclita squamosa stalactifera,NA,NA,FALSE,Tetraclita stalactifera,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Alpheus lottini,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Synalpheus sanlucasi,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Synalpheus sanjosei,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Synalpheus digueti,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Synalpheus sp.,Pulmo Reef,Cabo Pulmo
NA,NA,NA,one of the most attractive hermit crabs in the Gulf,FALSE,Calcinus californiensis,Pulmo Reef,Cabo Pulmo
NA,Petrolisthes biocellatus,NA,formerly Petrolisthes biocellatus; living in coral interstices,FALSE,Pachycheles biocellatus,Pulmo Reef,Cabo Pulmo
NA,Pachycheles sonorensis,NA,formerly Pachycheles sonorensis,FALSE,Pachycheles panamensis,Pulmo Reef,Cabo Pulmo
NA,Petrolisthes setimanus,NA,formerly Petrolisthes setimanus; living in coral interstices,FALSE,Pachycheles setimanus,Pulmo Reef,Cabo Pulmo
NA,NA,NA,6 species of Pachycheles are known from the Gulf today,FALSE,Pachycheles sp.,Pulmo Reef,Cabo Pulmo
NA,"Pisosoma flagraciliata, a junior synonym",NA,NA,FALSE,Petrolisthes hians,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Thoe sulcata,Pulmo Reef,Cabo Pulmo
NA,"Mithrax areolatus, a junior synonym",NA,common,FALSE,Mithraculus denticulatus,Pulmo Reef,Cabo Pulmo
NA,Platypodia rotundata,NA,NA,FALSE,Platypodiella rotundata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Daira americana,Pulmo Reef,Cabo Pulmo
NA,NA,NA,an uncommon hairy crab of the Southern Gulf,FALSE,Pilumnus pygmaeus,Pulmo Reef,Cabo Pulmo
NA,NA,NA,"“old lumpy claws”; a very common, small, pugnacious xanthid crab ranging from the Upper Gulf to Peru",FALSE,Eriphia squamata,Pulmo Reef,Cabo Pulmo
NA,Eriphides hispida,NA,a junior synonym of this circumtropical coral-inhabiting crab,FALSE,Domecia hispida,Pulmo Reef,Cabo Pulmo
NA,"Trapezia cymodoce ferruginea, a junior synonym",NA,the “cherry-colored coral crab” in the Narrative,FALSE,Trapezia bidentata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,common among the coral heads,FALSE,Trapezia digitalis,Pulmo Reef,Cabo Pulmo
NA,NA,NA,perhaps T. digitalis,FALSE,Trapezia sp.,Pulmo Reef,Cabo Pulmo
NA,NA,NA,Sally Lightfoot crab; taken at all rocky shore stations,FALSE,Grapsus grapsus,Pulmo Reef,Cabo Pulmo
NA,Pachygrapsus transversus,NA,an Atlantic species,FALSE,Pachygrapsus socius,Pulmo Reef,Cabo Pulmo
NA,"I. anomioides, a junior synonym",NA,"very common, thin rock oyster on rocky shores in the Gulf",FALSE,Isognomon janus,Pulmo Reef,Cabo Pulmo
NA,NA,NA,"reported as a “Chama-like form”; there are 7 true oysters [Ostreidae] in the Gulf, the most “Chama-like” being Ostrea conchaphila",FALSE,Ostrea sp.,Pulmo Reef,Cabo Pulmo
NA,Botulina opifex,NA,misidentified as a west Atlantic species; a fairly common boring clam in the Gulf,TRUE,Gregariella coarctata,Pulmo Reef,Cabo Pulmo
NA,"Brachidontes multiformis, a junior synonym",NA,a very common small mytilid mussel in the Gulf,FALSE,Brachidontes semilaevis,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Lithophaga aristata,Pulmo Reef,Cabo Pulmo
NA,NA,NA,attached by the left valve to rocks; this is the “oyster-like form [Spondylus?]” from the Narrative,FALSE,Chama echinata,Pulmo Reef,Cabo Pulmo
NA,"Siphonarea pica, a junior synonym",NA,the “stellate Acmaea” of the Narrative,FALSE,Siphonaria maura,Pulmo Reef,Cabo Pulmo
NA,"Galeropsis madreporarum, a junior synonym",NA,NA,FALSE,Coralliophila monodonta,Pulmo Reef,Cabo Pulmo
NA,NA,NA,a worm snail strongly resembling a serpulid polychaete,FALSE,Vermetus contortus,Pulmo Reef,Cabo Pulmo
NA,"Phyllonotus princeps, a junior synonym",NA,NA,FALSE,Hexaplex princeps,Pulmo Reef,Cabo Pulmo
NA,NA,NA,known locally as “ojo de Judas”,FALSE,Thais planospiral,Pulmo Reef,Cabo Pulmo
NA,NA,NA,NA,FALSE,Ovulidae,Pulmo Reef,Cabo Pulmo
NA,"Simnia variabilis, a junior synonym",NA,Ovulidae,FALSE,Simnialena inflexa,Pulmo Reef,Cabo Pulmo
